published,title,category
1998,Nonlocality Without Inequalities for all Pure Entangled States,quant-ph
1999,Bell theorem involving all possible local measurements,quant-ph
2000,A general computer program for the Bell detection loophole,quant-ph
2003,"Commutative version of the k-local Hamiltonian problem and common
  eigenspace problem",quant-ph
2004,Parts of Quantum States,quant-ph
2005,Optimal entanglement witnesses for continuous-variable systems,quant-ph
2006,On SIC-POVMs in Prime Dimensions,quant-ph
2006,Photon wave function and position eigenvectors,quant-ph
2007,"Separable quantum states do not have stronger correlations than local
  realism. A comment on quant-ph/0611126 of Z. Chen",quant-ph
2007,The Multiplicative Quantum Adversary,quant-ph
2007,On the polynomial automorphisms of a group,math.GR
2007,The E_{11} origin of all maximal supergravities,hep-th
2007,Multidimensional fluid motions with planar waves,physics.flu-dyn
2007,Notes on planar semimodular lattices. I. Construction,math.GM
2007,High-precision study of Cs polarizabilities,physics.atom-ph
2007,"On Cuspidal Representations of General Linear Groups over Discrete
  Valuation Rings",math.RT
2007,Shape derivative of the first eigenvalue of the 1-Laplacian,math.AP
2007,Gallai Multigraphs,math.CO
2007,Alpha variation problem and q-factor definition,physics.atom-ph
2007,"The Computation of All 4R Serial Spherical Wrists With an Isotropic
  Architecture",cs.RO
2007,SIC-POVMs exist in all dimensions,quant-ph
2007,"The Computation of All 4R Serial Spherical Wrists With an Isotropic
  Architecture",cs.RO
2007,"Crystal Structure and Physical Properties of Mg6Cu16Si7-type M6Ni16Si7,
  for M = Mg, Sc, Ti, Nb, and Ta",cond-mat.supr-con
2007,Fossil Groups in the Sloan Digital Sky Survey,astro-ph
2007,Hoeffding's inequality in game-theoretic probability,math.PR
2007,"Accurate determination of electric-dipole matrix elements in K and Rb
  from Stark shift measurements",physics.atom-ph
2007,Winner-take-all selection in a neural system with delayed feedback,physics.bio-ph
2007,The Classification of Higher Order Modular Forms and their Cohomology,math.NT
2007,On three dimensional conformally flat almost cosymplectic manifolds,math.DG
2007,Optimality of private quantum channels,quant-ph
2007,"Influence of Impact Parameter Fluctuations on Transverse Momentum
  Fluctuations",nucl-ex
2007,H.E.S.S. ICRC 2007 contributions,astro-ph
2007,Ab initio studies of the spin-transfer torque in tunnel junctions,cond-mat.mes-hall
2007,E(11)-extended spacetime and gauged supergravities,hep-th
2007,Order one invariants of planar curves,math.GT
2008,On the Maximum Span of Fixed-Angle Chains,cs.CG
2008,"The New Symmetries Beyond the Standard Model (The Body-centred Cubic
  Periodic Symmetries in Particle Physics)",physics.gen-ph
2008,Unitary super perfect numbers,math.NT
2008,Abelian solutions of the KP equation,hep-th
2008,"On Semi-Modular Subalgebras of Lie Algebras Over Fields of Arbitrary
  Characteristic",math.RA
2008,"Interlace Polynomials: Enumeration, Unimodality, and Connections to
  Codes",math.CO
2008,On Gravitational Motions,physics.gen-ph
2008,Fleming's bound for the decay of mixed states,quant-ph
2008,Algebraic Topology of Spin Glasses,math-ph
2008,An elementary proof of a series evaluation in terms of harmonic numbers,math.CO
2008,"Multiparameter statistical models from $N^2\times N^2$ braid matrices:
  Explicit eigenvalues of transfer matrices ${\bf T}^{(r)}$, spin chains,
  factorizable scatterings for all $N$",math.QA
2008,"Bounded Ratios of Products of Principal Minors of Positive Definite
  Matrices",math.CO
2008,"The effective theory of type IIA AdS4 compactifications on nilmanifolds
  and cosets",hep-th
2008,"On ""Bit-Interleaved Coded Multiple Beamforming""",cs.IT
2008,Uneven Splitting of Ham Sandwiches,math.CO
2008,"Factorizations for 3-rotations and polarization of the light in
  Mueller-Stokes an Jones formalisms",math-ph
2008,Alexander and Thurston norms of graph links,math.AT
2008,Correlation potential and ladder diagrams,physics.atom-ph
2008,Quasi-commutative algebras,math.CT
2008,"Half-metallic ferromagnetism in binary compounds of alkali metals with
  nitrogen: Ab initio calculations",cond-mat.mtrl-sci
2008,All tree-level amplitudes in N=4 SYM,hep-th
2008,Wahl's conjecture for a minuscule G/P,math.AG
2008,Integrally Closed Ideals on Log Terminal Surfaces are Multiplier Ideals,math.AC
2008,Multi-hadron operators with all-to-all quark propagators,hep-lat
2008,Tori Embedded in S3 with Dense Asymptotic Lines,math.DG
2008,Jordan gradings on exceptional simple Lie algebras,math.RA
2008,Schrodinger Operators with Purely Discrete Spectrum,math.SP
2008,On semilinear elliptic equations with global coupling,math.AP
2008,Polarizabilities of the Mg$^+$ and Si$^{3+}$ ions,physics.atom-ph
2008,"Constant rotation of two-qubit equally entangled pure states by local
  quantum operations",quant-ph
2008,"Spaces of operator-valued functions measurable with respect to the
  strong operator topology",math.FA
2008,"Proof of the MHV vertex expansion for all tree amplitudes in N=4 SYM
  theory",hep-th
2008,"Relativistic static thin dust disks with an inner edge: An infinite
  family of new exact solutions",gr-qc
2008,New Permutation Representations of the Braid Group,math.GR
2008,Homogeneous Lagrangian submanifolds of positive Euler characteristic,math.DG
2008,Refinements of Lattice paths with flaws,math.CO
2008,Topological N=2 superconformal superbialgebras,math.RA
2009,Integer-Sided Triangles with integral medians,math.GM
2009,Tree-Level Amplitudes in N=8 Supergravity,hep-th
2009,On some maximal multipliers in $L^p$,math.CA
2009,"ALLSAT compressed with wildcards: All, or all maximum independent sets",cs.DS
2009,"On The Symmetry Of Arithmetical Functions In Almost All Short Intervals,
  V",math.NT
2009,"Global regularity and convergence of a Birkhoff-Rott-alpha approximation
  of the dynamics of vortex sheets of the 2D Euler equations",math.AP
2009,Classification of simple q_2-supermodules,math.RT
2009,"Biideals and a lattice of C$^{*}$-bialgebras associated with prime
  numbers",math.OA
2009,Percolation of words on $\Z^d$ with long range connections,math.PR
2009,"Extragalactic Inverse Compton Light from Dark Matter Annihilation and
  the Pamela Positron Excess",astro-ph.CO
2009,"Normal forms, Hermitian operators, and CR maps of spheres and
  hyperquadrics",math.CV
2009,On Prime Reciprocals in the Cantor Set,math.NT
2009,A non-finitely generated algebra of Frobenius maps,math.AC
2009,"Platitude géométrique et classes fondamentales relatives
  pondérées II",math.AG
2009,No Dynamics in the Extremal Kerr Throat,hep-th
2009,Regularization of Local CR-Automorphisms of Real-Analytic CR-Manifolds,math.CV
2009,The athermal Laser,physics.optics
2009,A Logical Characterization of Iterated Admissibility,cs.AI
2009,"Dispersion Interactions between Optically Anisotropic Cylinders at all
  Separations: Retardation Effects for Insulating and Semiconducting Single
  Wall Carbon Nanotubes",cond-mat.mes-hall
2009,Classical Zariski pairs,math.AG
2009,Higgs mechanism SU(24)#SU(24)->U(1)EM,physics.gen-ph
2009,Intrinsically universal n-dimensional quantum cellular automata,quant-ph
2009,"Deterministic Transformations of Multipartite Entangled States with
  Tensor Rank 2",quant-ph
2009,Determinants of adjacency matrices of graphs,math.CO
2009,Groups possessing extensive hierarchical decompositions,math.GR
2009,Compactification projective de Spec Z (d'apres Durov),math.NT
2009,Classification of simple weight modules over affine Lie algebras,math.RT
2009,"Distributed Universally Optimal Strategies for Interference Channels
  with Partial Message Passing",cs.IT
2009,Almost free modules and Mittag--Leffler conditions,math.RA
2009,"Spectrum to all orders of Polchinski-Strominger {Effective} String
  Theory of Polyakov-Liouville Type",hep-th
2009,A panoramic view of the Milky Way HI gas,astro-ph.GA
2009,"$ν$MSSM superpotential to 6th order - normalised and with no
  superfluous couplings",hep-ph
2010,Gradings by Groups on Melikyan Algebras,math.RA
2010,Locally simple subalgebras of diagonal Lie algebras,math.RT
2010,Nonpostively curved Hermitian metric on product manifolds,math.DG
2010,Circular motion in Reissner-Nordström spacetime,gr-qc
2010,Range of Berezin Transform,math.FA
2010,Holographic formula for $Q$-curvature. II,math.DG
2010,Quantum versus classical correlations in Gaussian states,quant-ph
2010,Truth and Envy in Capacitated Allocation Games,cs.GT
2010,The W_N minimal model classification,hep-th
2010,An open four-manifold having no instanton,math.DG
2010,On the Monadic Second-Order Transduction Hierarchy,math.LO
2010,C Library for Simulated Evolution of Biological Networks,q-bio.QM
2010,Chain homogeneous Souslin algebras,math.LO
2010,How general is the global density slope-anisotropy inequality?,astro-ph.CO
2010,"All stationary axi-symmetric local solutions of topologically massive
  gravity",hep-th
2010,All relativistic motions can be geodesically described,physics.gen-ph
2010,Syzygies of Segre embeddings and Delta-modules,math.AG
2010,On Graphs and Codes Preserved by Edge Local Complementation,math.CO
2010,On the Applicability of Post's Lattice,cs.CC
2010,Three dimensional real Lie bialgebras,math.QA
2010,"Development of production technology of nanostructure monodisperse
  powder of different substances",cond-mat.mes-hall
2010,"Partitions, rooks, and symmetric functions in noncommuting variables",math.CO
2010,All the lowest order PDE for spectral gaps of Gaussian matrices,math-ph
2010,Attractors and first order formalism in five dimensions revisited,hep-th
2010,On isotypies between Galois conjugate blocks,math.RT
2010,On the Efetov-Wegner terms by diagonalizing a Hermitian supermatrix,math-ph
2010,Permutation Orbifold of N=2 Supersymmetric Minimal Models,hep-th
2010,"Boundedness of Calderón-Zygmund Operators on Non-homogeneous Metric
  Measure Spaces",math.CA
2010,Fermion Masses and Flavor Mixings from Family Symmetry SU(3),hep-ph
2010,Metrics with Galilean Conformal Isometry,hep-th
2010,K-theory of $λ$-rings and tensorlike functors,math.KT
2010,A remark on some bases in the Hecke algebra,math.CO
2011,"Minimal geodesic foliation on T^2 in case of vanishing topological
  entropy",math.DS
2011,"Asymptotically Non-Singular Extended Non-Dyonic Solutions of 't
  Hooft-Polyakov Monopole Violates Equations of Motion",physics.gen-ph
2011,"Mod 2 Morava K-theory for Frobenius complements of exponent dividing 2^n
  9",math.AT
2011,Vector-valued modular forms with an unnatural boundary,math.NT
2011,Stabilizing All Geometric Moduli in Heterotic Calabi-Yau Vacua,hep-th
2011,Minimal clones generated by majority operations,math.RA
2011,Nash homotopy spheres are standard,math.GT
2011,On braided near-group categories,math.QA
2011,Note on antichain cutsets in discrete semimodular lattices,math.CO
2011,Listing All Maximal Cliques in Large Sparse Real-World Graphs,cs.DS
2011,"RG Invariants, Unification and the Role of the Messenger Scale in
  General Gauge Mediation",hep-ph
2011,On the Neuwirth conjecture for knots,math.GT
2011,Causal Classification of Conformally Flat Lorentzian Cylinders,math.DG
2011,Solving the Closest Vector Problem with respect to l_p Norms,cs.DS
2011,"Examining a Hidden Assumption of Bell's Theorem and Counterexamples to
  Bell's Theorem in the Space of All Paths for a Quantum System",quant-ph
2011,A natural model of the multiverse axioms,math.LO
2011,"Study of All-Fiber Asymmetric Interleaver Based on Mach-Zehnder
  Interferometer",physics.optics
2011,"Finding All the Stationary Points of a Potential Energy Landscape via
  Numerical Polynomial Homotopy Continuation Method",cond-mat.stat-mech
2011,New AGN classifications in the Swift/BAT All-Sky Hard X-ray Survey,astro-ph.CO
2011,Pattern avoidance with involution,cs.FL
2011,"On the lattice of equational classes of Boolean functions and its closed
  intervals",math.CO
2011,All-Pairs Shortest Paths in $O(n^2)$ time with high probability,math.CO
2011,"Multiplicity free Schur, skew Schur, and quasisymmetric Schur functions",math.CO
2011,Default-all is dangerous!,cs.DB
2011,"Polynomial maps with invertible sums of Jacobian matrices and of
  directional Derivatives",math.AC
2011,"An Asymptotic-Preserving all-speed scheme for the Euler and
  Navier-Stokes equations",math-ph
2011,On Mixing of Staircase Transformations,math.DS
2011,"A Model of Fermion Masses and Flavor Mixings with Family Symmetry
  $SU(3)\otimes U(1)$",hep-ph
2011,SPHOTOM -- Package for an Automatic Multicolour Photometry,astro-ph.IM
2011,Euclid's Algorithm in quartic CM-fields,math.NT
2011,A geometric and combinatorial view of weighted voting,math.CO
2011,A Hochschild's 6-term exact sequence for restricted Lie superalgebras,math.QA
2011,Super cocommutative Hopf algebras of finite representation type,math.RT
2011,Rejecting Adaptive Interface,cs.HC
2011,A proof of the Goodearl-Lenagan polynormality conjecture,math.QA
2011,Connectivity for bridge-addable monotone graph classes,math.CO
2011,A Marcinkiewicz maximal-multiplier theorem,math.CA
2011,"Enumerating maximal definite quadratic forms of bounded class number
  over Z in n >= 3 variables",math.NT
2011,Geometry of the 3-user MIMO interference channel,cs.IT
2011,"Tight holomorphic maps, a classification",math.DG
2011,Solvable Lie algebras with Borel nilradicals,math-ph
2011,Indefinite symmetric spaces with $G_{2(2)}$-structure,math.DG
2011,The Homotopy Theory of Simplicially Enriched Multicategories,math.AT
2011,Two-Color Babylon,math.CO
2011,Weak and strong fillability of higher dimensional contact manifolds,math.SG
2011,"Noncollinear magnetism and spin-orbit coupling in 5d pyrochlore oxide
  Cd2Os2O7",cond-mat.str-el
2011,"A Combinatorial Algorithm for All-Pairs Shortest Paths in Directed
  Vertex-Weighted Graphs with Applications to Disc Graphs",cs.DS
2011,Injections de Sobolev probabilistes et applications,math.AP
2011,Information Causality,quant-ph
2011,The ideals of the homological Goldman Lie algebra,math.GT
2011,"Upper bounds for continuous seminorms and special properties of bilinear
  maps",math.FA
2011,"Improving Quantum Query Complexity of Boolean Matrix Multiplication
  Using Graph Collision",quant-ph
2011,Cominuscule parabolics of simple finite dimensional Lie superalgebras,math.RA
2012,On the exponent of spinor groups,math.RA
2012,Classification of Ising vectors in the vertex operator algebra $V_L^+$,math.QA
2012,"On the Lyapounov exponents of Schrodinger operators associated with the
  standard map",math.AP
2012,"The number of iterates of the Carmichael lambda function required to
  reach 1",math.NT
2012,Irreducible representations of the exceptional cheng-kac superalgebra,math.RT
2012,An Improved Upper Bound for Bootstrap Percolation in All Dimensions,math.CO
2012,On the Signed (Total) $k$-Domination Number of a Graph,cs.DM
2012,"Weyl Tensor Classification in Four-dimensional Manifolds of All
  Signatures",gr-qc
2012,"A new upper bound on the query complexity for testing generalized
  Reed-Muller codes",cs.IT
2012,"Weighted Shift Matrices: Unitary Equivalence, Reducibility and Numerical
  Ranges",math.FA
2012,"Three-User Cognitive Interference Channel: Capacity Region with Strong
  Interference",cs.IT
2012,"Tau-Function Theory of Quantum Chaotic Transport with beta=1,2,4",math-ph
2012,"A Characterization of Markov Equivalence Classes for Directed Acyclic
  Graphs with Latent Variables",stat.ME
2012,"Effective average action based approach to correlation functions at
  finite momenta",cond-mat.stat-mech
2012,Robust Ordinal Regression in case of Imprecise Evaluations,math.OC
2012,Magic wavelengths for optical cooling and trapping of lithium,physics.atom-ph
2012,On the cofiniteness of generalized local cohomology modules,math.AC
2012,New characterizations of minimal cusco maps,math.GN
2012,Spanning tree generating functions and Mahler measures,math-ph
2012,On the k-edge magic graphs,math.CO
2012,No entire function with real multipliers in class S,math.DS
2012,On a Conjecture of Randić Index and Graph Radius,math.CO
2012,"All joint von Neumann measurements on a quantum state admit a
  quasi-classical probability model",quant-ph
2012,Quasi-symmetric group algebras and C*-completions of Hecke algebras,math.OA
2012,On the compositum of all degree d extensions of a number field,math.NT
2012,Isometries in higher dimensional CCNV spacetimes,math-ph
2012,Partially Gaussian Stationary Stochastic Processes in Discrete Time,math.PR
2012,Order-independent constraint-based causal structure learning,stat.ML
2012,Genus Ranges of 4-Regular Rigid Vertex Graphs,math.GT
2012,The Williams Bjerknes Model on Regular Trees,math.PR
2012,δ-derivations of semisimple structurable algebras,math.RA
2012,Marginalizing Out Future Passengers in Group Elevator Control,cs.AI
2012,"Classical Klein-Gordon solutions, symplectic structures and isometry
  actions on AdS spacetimes",math-ph
2012,Comparison of invariant funcions and metrics,math.CV
2012,Powers are Golod,math.AC
2012,Universal operations in Hochschild homology,math.AT
2012,"The Nodal Count {0, 1, 2, 3,...} Implies The Graph is a Tree",math-ph
2013,Is it ever safe to vote strategically?,cs.GT
2013,Laser cooling and trapping of potassium at magic wavelengths,physics.atom-ph
2013,Applications of the Stochastic LapH Method,hep-lat
2013,All-Sky Analysis of the General Relativistic Galaxy Power Spectrum,astro-ph.CO
2013,"Comparison of Ant-Inspired Gatherer Allocation Approaches using
  Memristor-Based Environmental Models",cs.NE
2013,Hypergraph Turan numbers of linear cycles,math.CO
2013,On the splitting of a normalizer of a torus in symplectic groups,math.GR
2013,Mixed quasi-étale quotients with arbitrary singularities,math.AG
2013,Applications of the Canonical Ramsey Theorem to Geometry,math.CO
2013,"An Improvement to Levenshtein's Upper Bound on the Cardinality of
  Deletion Correcting Codes",cs.IT
2013,The Quantitative Characterization of Finite Simple Groups,math.GR
2013,"Montel's Theorem and subspaces of distributions which are
  $Δ^m$-invariant",math.FA
2013,Low Dimensional Test Sets for Nonnegativity of Even Symmetric Forms,math.AG
2013,A Faster Algorithm for Computing Motorcycle Graphs,cs.CG
2013,"Some results in the theory of genuine representations of the metaplectic
  double cover of GSp2n(F) over p-adic fields",math.NT
2013,Proving the Pressing Game Conjecture on Linear Graphs,cs.DM
2013,Transformations on the product of Grassmann spaces,math.AG
2013,Smooth and non-smooth $AF$-algebras and problem on invariant measures,math.OA
2013,"Compensating the electron beam energy spread by the natural transverse
  gradient of laser undulator in all-optical x-ray light sources",physics.acc-ph
2013,"Regular sequences and local cohomology modules with respect to a pair of
  ideals",math.AC
2013,Transmission Eigenvalues in One Dimension,math.AP
2013,"A non Supersymmetric SO(10) Grand Unified Model for All the Physics
  below $M_{GUT}$",hep-ph
2013,On the minimum size of restricted sumsets in cyclic groups,math.NT
2013,"An addendum to `A rigidity property for the set of all characters
  induced by valuations'",math.GR
2013,"Construction of all general symmetric informationally complete
  measurements",quant-ph
2013,"All-angle collimation of incident light in $\mathbfμ$-near-zero
  metamaterials",physics.optics
2013,Notes on extremality of the Choi map,math.OA
2013,A simple and efficient all-optical production of spinor condensates,cond-mat.quant-gas
2013,Valid post-selection inference,math.ST
2013,"An algebraic RF sheath model for all excitation waveforms and
  amplitudes, and all levels of collisionality",physics.plasm-ph
2013,"Uniformly defining valuation rings in Henselian valued fields with
  finite or pseudo-finite residue fields",math.LO
2013,"A journey through resource control lambda calculi and explicit
  substitution using intersection types (an account)",math.LO
2013,Structure of the group preserving a bilinear form,math.GR
2013,On the number of populations of critical points of master functions,math.AG
2013,Derivatives of meromorphic functions of finite order,math.CV
2013,A Coloring Problem for Infinite Words,math.CO
2013,Adjacency preservers on invertible hermitian matrices I,math.RA
2013,Redimensioning of Euclidean Spaces,math.CA
2013,On the isoperimetric constant of symmetric spaces of noncompact type,math.DG
2013,"Distributed Ranging and Localization for Wireless Networks via
  Compressed Sensing",cs.NI
2013,Abelian automorphism groups of cubic fourfolds,math.AG
2013,The Riemann Hypothesis for Symmetrised Combinations of Zeta Functions,math-ph
2013,Cofiniteness of local cohomology modules for ideals of dimension one,math.AC
2013,Tables of record gaps between prime constellations,math.NT
2013,"Symmetric operations for all primes and Steenrod operations in Algebraic
  Cobordism",math.AG
2013,"N=1 Supersymmetric Non-Abelian Compensator Mechanism for Extra Vector
  Multiplet",hep-th
2013,The hemagglutinin mutation E391K of pandemic 2009 influenza revisited,q-bio.GN
2013,Anatomy of Graph Matching based on an XQuery and RDF Implementation,cs.DB
2013,"The gluing formula of the zeta-determinants of Dirac Laplacians for
  certain boundary conditions",math.DG
2013,Lower bounds for the isoperimetric numbers of random regular graphs,math.CO
2013,"Representations of the ultrahyperbolic BMS group HB.II. Determination of
  the representations induced from infinite little groups",math.RT
2013,"Time analyticity with higher norm estimates for the 2D Navier-Stokes
  equations",math.DS
2013,Reversible Dynamics in Strongly Non-Local Boxworld Systems,quant-ph
2013,"Bicrossed Products, Matched Pair Deformations and the Factorization
  Index for Lie Algebras",math.RA
2013,Hyperspaces of convex bodies of constant width,math.GT
2013,"Stability results for some geometric inequalities and their functional
  versions",math.FA
2013,Goeritz Invariant of Torus Links,math.GT
2013,Weighted Well-Covered Claw-Free Graphs,cs.DM
2014,"PolarBase: a data base of high resolution spectropolarimetric stellar
  observations",astro-ph.SR
2014,Log del Pezzo surfaces with large volumes,math.AG
2014,Graphs that allow all the eigenvalue multiplicities to be even,math.SP
2014,Spoiled Onions: Exposing Malicious Tor Exit Relays,cs.CR
2014,"Characterization algorithms for shift radix systems with finiteness
  property",math.NT
2014,On the penetration distance in Garside monoids,math.GR
2014,Sparse Learning over Infinite Subgraph Features,stat.ML
2014,"The coincidence of the current homology and the measure homology via a
  new topology on spaces of Lipschitz maps",math.AT
2014,"Direct Evidence for the 'All-in/All-out' Magnetic Structure in the
  Pyrochlore Iridates from $μ$SR",cond-mat.str-el
2014,"On groups all of whose undirected Cayley graphs of bounded valency are
  integral",math.GR
2014,TreQ-CG: Clustering Accelerates High-Throughput Sequencing Read Mapping,cs.CE
2014,Geometric simple connectivity and finitely presented groups,math.GT
2014,Scheduling over Scenarios on Two Machines,cs.DS
2014,Enumeration of Weighted Plane Trees,math.CO
2014,Alya: Towards Exascale for Engineering Simulation Codes,physics.comp-ph
2014,"On diffeomorphisms of compact 2-manifolds with all nonwandering points
  periodic",math.DS
2014,"Spherically symmetric Riemannian manifolds of constant scalar curvature
  and their conformally flat representations",gr-qc
2014,Characterizations of all-derivable points in $B(H)$,math.OA
2014,The extremal spectral radii of $k$-uniform supertrees,math.SP
2014,Flip-Flop Sublinear Models for Graphs: Proof of Theorem 1,cs.LG
2014,Finite groups with all 3-maximal subgroups K-U-subnormal,math.GR
2014,Graphs characterized by the second distance eigenvalue,math.CO
2014,T-duality diagram for a weakly curved background,hep-th
2014,Network routing on regular directed graphs from spanning factorizations,math.CO
2014,Taylor's Law and the Spatial Distribution of Urban Facilities,stat.AP
2014,A Generalization of Ribet's Nondegeneracy,math.AG
2014,On Decoding of DVR-Based Linear Network Codes,cs.IT
2014,A note on LERF groups and generic group actions,math.GR
2014,Lempel-Ziv Factorization May Be Harder Than Computing All Runs,cs.DS
2014,Hall-Littlewood symmetric functions via Yamanouchi toppling game,math.CO
2014,"A cohomological splitting criterion for rank 2 vector bundles on
  Hirzebruch surfaces",math.AG
2014,Tracking the Frequency Moments at All Times,cs.DS
2014,Derived Mackey functors and profunctors: an overview of results,math.KT
2014,"Product of flat modules and global dimension relative to $\mathcal
  F$-Mittag-Leffler modules",math.RA
2015,All-to-all Broadcast for Vehicular Networks Based on Coded Slotted ALOHA,cs.IT
2015,Jordan s-identities in three variables,math.AT
2015,Finite Abelian algebras are dualizable,math.RA
2015,Automorphism group of split Cartan modular curves,math.NT
2015,Guarding Networks Through Heterogeneous Mobile Guards,cs.DM
2015,"On the Class of Similar Square {-1,0,1}-Matrices Arising from Vertex
  maps on Trees",math.DS
2015,Monitoring the Sky with the Prototype All-Sky Imager on the LWA1,astro-ph.IM
2015,Quantum search algorithm tailored to clause satisfaction problems,quant-ph
2015,Non-polynomial entire solutions to $σ_{k}$ equations,math.AP
2015,Bipartite Kneser graphs are Hamiltonian,math.CO
2015,"Sums of equivalent sequences of positive operators in von Neumann
  factors",math.OA
2015,"Phase diagram of pyrochlore iridates: all-in-all-out magnetic ordering
  and non-Fermi liquid properties",cond-mat.str-el
2015,Dimensional dual hyperovals in classical polar spaces,math.CO
2015,Probabilistic Handshake in All-to-all Broadcast Coded Slotted ALOHA,cs.IT
2015,"Collectively Embedding Multi-Relational Data for Predicting User
  Preferences",cs.LG
2015,"On a conjecture of ErdŐs, Pólya and Turán on consecutive gaps
  between primes",math.NT
2015,Non-toric bases for elliptic Calabi-Yau threefolds and 6D F-theory vacua,hep-th
2015,Remarkable connections between extended magnetohydrodynamics models,physics.plasm-ph
2015,Quasi-range-compatible affine maps on large operator spaces,math.RA
2015,Elliptic curves over $\mathbb{Q}_\infty$ are modular,math.NT
2015,Optimal prediction and natural scene statistics in the retina,q-bio.NC
2015,"PanoSwarm: Collaborative and Synchronized Multi-Device Panoramic
  Photography",cs.HC
2015,Fluctuations and all-in$-$all-out ordering in dipole-octupole Nd2Zr2O7,cond-mat.str-el
2015,Epidemic spreading and immunization strategy in multiplex networks,physics.soc-ph
2015,Enhancement of artificial magnetism via resonant bianisotropy,physics.optics
2015,Rigidity of free product von Neumann algebras,math.OA
2015,The Shadows of a Cycle Cannot All Be Paths,cs.CG
2015,Software Use in Astronomy: an Informal Survey,astro-ph.IM
2015,On m-sectorial extensions of sectorial operators,math.FA
2015,"Towards single face shortest vertex-disjoint paths in undirected planar
  graphs",cs.DS
2015,All Colors Shortest Path Problem,cs.CC
2015,"Deterministic Differential Search Algorithm for Distributed Sensor/Relay
  Networks",cs.IT
2015,Rationality does not specialize among terminal varieties,math.AG
2015,"Odd-parity magnetoresistance in pyrochlore iridate thin films with
  broken time-reversal symmetry",cond-mat.mtrl-sci
2015,"Combinatorial approach for development of new metal oxides materials for
  all oxide photovoltaics",physics.chem-ph
2015,"On the possible images of the mod ell representations associated to
  elliptic curves over Q",math.NT
2015,"All-phononic Digital Transistor on the Basis of Gap-Soliton Dynamics in
  Anharmonic Oscillator Ladder",nlin.PS
2015,A characterization of some graphs with metric dimension two,math.CO
2015,Filtrations on Springer fiber cohomology and Kostka polynomials,math.RT
2015,"All-loop anomalous dimensions in integrable $λ$-deformed
  $σ$-models",hep-th
2015,"Output-Polynomial Enumeration on Graphs of Bounded (Local) Linear
  MIM-Width",cs.DS
2015,"Observation of long range magnetic ordering in pyrohafnate Nd2Hf2O7: A
  neutron diffraction study",cond-mat.str-el
2015,Demand-Driven Incremental Object Queries,cs.PL
2015,Families of Cyclic Cubic Fields,math.NT
2015,Quasipolynomial Solutions to the Hofstadter Q-Recurrence,math.NT
2015,Hadamard operators on $\mathscr{D}'(\mathbb{R}^d)$,math.FA
2015,"Steinitz classes and partial genera of unimodular lattices over
  imaginary-quadratic fields",math.NT
2015,"Back to Maupertuis' least action principle for dissipative systems: not
  all motions in Nature are most energy economical",cond-mat.stat-mech
2015,"A Practically Efficient Algorithm for Generating Answers to Keyword
  Search over Data Graphs",cs.DB
2015,Equivariant Euler characteristics of partition posets,math.CO
2015,A CP-conserving multi-Higgs model without real basis,hep-ph
2016,A Note on The Multidimensional Moment Problem,math.SP
2016,Congruences on Direct Products of Transformation and Matrix Monoids,math.GR
2016,A Soft Electronics-Free robot,cs.RO
2016,Wess-Zumino Model on Bosonic-Fermionic Noncommutative Superspace,hep-th
2016,3-D phononic crystals with ultra-wide band gaps,cond-mat.mtrl-sci
2016,The Fermi-GBM 3-year X-ray Burst Catalog,astro-ph.HE
2016,"Locally compact groups approximable by subgroups isomorphic to $\mathbb
  Z$ or $\mathbb R$",math.GR
2016,All-in all-out magnetic order and propagating spin-waves in Sm2Ir2O7,cond-mat.str-el
2016,On the Remodeling Conjecture for Toric Calabi-Yau 3-Orbifolds,math.AG
2016,"Dynamical symmetry enhancement near N=2, D=4 gauged supergravity
  horizons",hep-th
2016,"Optically induced spin-dependent diffusive transport in the presence of
  spin-orbit interaction for all-optical magnetization reversal",cond-mat.mes-hall
2016,"The ""Riemann Hypothesis"" is True for Period Polynomials of Almost All
  Newforms",math.NT
2016,On the roots of the node reliability polynomial,math.CO
2016,Universal collapse of the viscosity of supercooled fluids,cond-mat.soft
2016,"All or nothing: toward a promise problem dichotomy for constraint
  problems",cs.CC
2016,Almost all Steiner triple systems have perfect matchings,math.CO
2016,Large Values of the Clustering Coefficient,math.CO
2016,On non-archimedean Gurarii spaces,math.FA
2016,Finite dimensional Hopf algebras over Kac-Paljutkin algebra $H_8$,math.QA
2016,"Polychromatic colorings of complete graphs with respect to 1-,2-factors
  and Hamiltonian cycles",math.CO
2016,Twofold Symmetries of the Pure Gravity Action,hep-th
2016,Minimum Critical Exponents for Palindromes,cs.FL
2016,The Heat Kernel on Asymptotically Hyperbolic Manifolds,math.AP
2016,One class genera of lattice chains over number fields,math.NT
2016,Integral group rings with all central units trivial: solvable groups,math.RA
2016,Deep Learning and Hierarchal Generative Models,cs.LG
2016,"Products of topological groups in which all closed subgroups are
  separable",math.GN
2017,Inflationary Primordial Black Holes as All Dark Matter,astro-ph.CO
2017,"All Dielectric Biaxial Metamaterial: A New Route to Lossless Dyakonov
  Waves with Higher Angular Existence Domain",physics.optics
2017,Age-Optimal Information Updates in Multihop Networks,cs.IT
2017,"Images of Ideals under Derivations and $\mathcal E$-Derivations of
  Univariate Polynomial Algebras over a Field of Characteristic Zero",math.AC
2017,A characterization of 2-dimensional Cayley graphs on dihedral groups,math.CO
