title,summary,authors,published,link,category,keywords
"From Talent Shortage to Workforce Excellence in the CHIPS Act Era:
  Harnessing Industry 4.0 Paradigms for a Sustainable Future in Domestic Chip
  Production","The CHIPS Act is driving the U.S. towards a self-sustainable future in
domestic chip production. Decades of outsourced manufacturing, assembly,
testing, and packaging has diminished the workforce ecosystem, imposing major
limitations on semiconductor companies racing to build new fabrication sites as
part of the CHIPS Act. In response, a systemic alliance between academic
institutions, the industry, government, various consortiums, and organizations
has emerged to establish a pipeline to educate and onboard the next generation
of talent. Establishing a stable and continuous flow of talent requires
significant time investments and comes with no guarantees, particularly
factoring in the low workplace desirability in current fabrication houses for
U.S workforce. This paper will explore the feasibility of two paradigms of
Industry 4.0, automation and Augmented Reality(AR)/Virtual Reality(VR), to
complement ongoing workforce development efforts and optimize workplace
desirability by catalyzing core manufacturing processes and effectively
enhancing the education, onboarding, and professional realms-all with promising
capabilities amid the ongoing talent shortage and trajectory towards advanced
packaging.","['Aida Damanpak Rizi', 'Antika Roy', 'Rouhan Noor', 'Hyo Kang', 'Nitin Varshney', 'Katja Jacob', 'Sindia Rivera-Jimenez', 'Nathan Edwards', 'Volker J. Sorger', 'Hamed Dalir', 'Navid Asadizanjani']",2023-08-01T01:15:51Z,http://arxiv.org/abs/2308.00215v1,['cs.CY'],"CHIPS Act,Industry 4.0,semiconductor companies,fabrication sites,workforce ecosystem,workforce development,automation,Augmented Reality,Virtual Reality,talent shortage"
"Hand tracking for clinical applications: validation of the Google
  MediaPipe Hand (GMH) and the depth-enhanced GMH-D frameworks","Accurate 3D tracking of hand and fingers movements poses significant
challenges in computer vision. The potential applications span across multiple
domains, including human-computer interaction, virtual reality, industry, and
medicine. While gesture recognition has achieved remarkable accuracy,
quantifying fine movements remains a hurdle, particularly in clinical
applications where the assessment of hand dysfunctions and rehabilitation
training outcomes necessitate precise measurements. Several novel and
lightweight frameworks based on Deep Learning have emerged to address this
issue; however, their performance in accurately and reliably measuring fingers
movements requires validation against well-established gold standard systems.
In this paper, the aim is to validate the handtracking framework implemented by
Google MediaPipe Hand (GMH) and an innovative enhanced version, GMH-D, that
exploits the depth estimation of an RGB-Depth camera to achieve more accurate
tracking of 3D movements. Three dynamic exercises commonly administered by
clinicians to assess hand dysfunctions, namely Hand Opening-Closing, Single
Finger Tapping and Multiple Finger Tapping are considered. Results demonstrate
high temporal and spectral consistency of both frameworks with the gold
standard. However, the enhanced GMH-D framework exhibits superior accuracy in
spatial measurements compared to the baseline GMH, for both slow and fast
movements. Overall, our study contributes to the advancement of hand tracking
technology, the establishment of a validation procedure as a good-practice to
prove efficacy of deep-learning-based hand-tracking, and proves the
effectiveness of GMH-D as a reliable framework for assessing 3D hand movements
in clinical applications.","['Gianluca Amprimo', 'Giulia Masi', 'Giuseppe Pettiti', 'Gabriella Olmo', 'Lorenzo Priano', 'Claudia Ferraris']",2023-08-02T11:44:49Z,http://arxiv.org/abs/2308.01088v1,"['cs.CV', 'cs.AI']","hand tracking,validation,Google MediaPipe Hand,GMH,depth-enhanced GMH-D,computer vision,fine movements,clinical applications,rehabilitation training,Deep Learning"
Source-free Domain Adaptive Human Pose Estimation,"Human Pose Estimation (HPE) is widely used in various fields, including
motion analysis, healthcare, and virtual reality. However, the great expenses
of labeled real-world datasets present a significant challenge for HPE. To
overcome this, one approach is to train HPE models on synthetic datasets and
then perform domain adaptation (DA) on real-world data. Unfortunately, existing
DA methods for HPE neglect data privacy and security by using both source and
target data in the adaptation process. To this end, we propose a new task,
named source-free domain adaptive HPE, which aims to address the challenges of
cross-domain learning of HPE without access to source data during the
adaptation process. We further propose a novel framework that consists of three
models: source model, intermediate model, and target model, which explores the
task from both source-protect and target-relevant perspectives. The
source-protect module preserves source information more effectively while
resisting noise, and the target-relevant module reduces the sparsity of spatial
representations by building a novel spatial probability space, and
pose-specific contrastive learning and information maximization are proposed on
the basis of this space. Comprehensive experiments on several domain adaptive
HPE benchmarks show that the proposed method outperforms existing approaches by
a considerable margin. The codes are available at
https://github.com/davidpengucf/SFDAHPE.","['Qucheng Peng', 'Ce Zheng', 'Chen Chen']",2023-08-06T20:19:06Z,http://arxiv.org/abs/2308.03202v4,"['cs.CV', 'cs.AI', 'cs.LG']","Human Pose Estimation,Domain Adaptation,Synthetic Datasets,Source-free,Adaptation Process,Privacy,Security,Framework,Spatial Representations,Benchmarks."
VR-based body tracking to stimulate musculoskeletal training,"Training helps to maintain and improve sufficient muscle function, body
control, and body coordination. These are important to reduce the risk of
fracture incidents caused by falls, especially for the elderly or people
recovering from injury. Virtual reality training can offer a cost-effective and
individualized training experience. We present an application for the HoloLens
2 to enable musculoskeletal training for elderly and impaired persons to allow
for autonomous training and automatic progress evaluation. We designed a
virtual downhill skiing scenario that is controlled by body movement to
stimulate balance and body control. By adapting the parameters of the ski
slope, we can tailor the intensity of the training to individual users. In this
work, we evaluate whether the movement data of the HoloLens 2 alone is
sufficient to control and predict body movement and joint angles during
musculoskeletal training. We record the movements of 10 healthy volunteers with
external tracking cameras and track a set of body and joint angles of the
participant during training. We estimate correlation coefficients and
systematically analyze whether whole body movement can be derived from the
movement data of the HoloLens 2. No participant reports movement sickness
effects and all were able to quickly interact and control their movement during
skiing. Our results show a high correlation between HoloLens 2 movement data
and the external tracking of the upper body movement and joint angles of the
lower limbs.","['M. Neidhardt', 'S. Gerlach F. N. Schmidt', 'I. A. K. Fiedler', 'S. Grube', 'B. Busse', 'A. Schlaefer']",2023-08-07T07:54:32Z,http://arxiv.org/abs/2308.03375v1,['cs.CV'],"body tracking,musculoskeletal training,virtual reality,HoloLens 2,body movement,joint angles,training intensity,movement data,balance,musculoskeletal training"
"A data-driven approach to predict decision point choice during normal
  and evacuation wayfinding in multi-story buildings","Understanding pedestrian route choice behavior in complex buildings is
important to ensure pedestrian safety. Previous studies have mostly used
traditional data collection methods and discrete choice modeling to understand
the influence of different factors on pedestrian route and exit choice,
particularly in simple indoor environments. However, research on pedestrian
route choice in complex buildings is still limited. This paper presents a
data-driven approach for understanding and predicting the pedestrian decision
point choice during normal and emergency wayfinding in a multi-story building.
For this, we first built an indoor network representation and proposed a data
mapping technique to map VR coordinates to the indoor representation. We then
used a well-established machine learning algorithm, namely the random forest
(RF) model to predict pedestrian decision point choice along a route during
four wayfinding tasks in a multi-story building. Pedestrian behavioral data in
a multi-story building was collected by a Virtual Reality experiment. The
results show a much higher prediction accuracy of decision points using the RF
model (i.e., 93% on average) compared to the logistic regression model. The
highest prediction accuracy was 96% for task 3. Additionally, we tested the
model performance combining personal characteristics and we found that personal
characteristics did not affect decision point choice. This paper demonstrates
the potential of applying a machine learning algorithm to study pedestrian
route choice behavior in complex indoor buildings.","['Yan Feng', 'Panchamy Krishnakumari']",2023-08-07T12:05:55Z,http://arxiv.org/abs/2308.03511v1,['cs.LG'],"data-driven approach,decision point choice,wayfinding,multi-story buildings,indoor network representation,machine learning algorithm,random forest model,pedestrian behavioral data,Virtual Reality experiment,prediction accuracy"
"Energy-Efficient Deadline-Aware Edge Computing: Bandit Learning with
  Partial Observations in Multi-Channel Systems","In this paper, we consider a task offloading problem in a multi-access edge
computing (MEC) network, in which edge users can either use their local
processing unit to compute their tasks or offload their tasks to a nearby edge
server through multiple communication channels each with different
characteristics. The main objective is to maximize the energy efficiency of the
edge users while meeting computing tasks deadlines. In the multi-user
multi-channel offloading scenario, users are distributed with partial
observations of the system states. We formulate this problem as a stochastic
optimization problem and leverage \emph{contextual neural multi-armed bandit}
models to develop an energy-efficient deadline-aware solution, dubbed E2DA. The
proposed E2DA framework only relies on partial state information (i.e.,
computation task features) to make offloading decisions. Through extensive
numerical analysis, we demonstrate that the E2DA algorithm can efficiently
learn an offloading policy and achieve close-to-optimal performance in
comparison with several baseline policies that optimize energy consumption
and/or response time. Furthermore, we provide a comprehensive set of results on
the MEC system performance for various applications such as augmented reality
(AR) and virtual reality (VR).","['Babak Badnava', 'Keenan Roach', 'Kenny Cheung', 'Morteza Hashemi', 'Ness B Shroff']",2023-08-12T21:48:04Z,http://arxiv.org/abs/2308.06647v1,"['cs.NI', 'cs.DC', 'cs.IT', 'math.IT']","Edge Computing,Energy Efficiency,Deadline-Aware,Bandit Learning,Multi-Channel Systems,Stochastic Optimization,Contextual Neural Multi-Armed Bandit,Offloading Policy,Energy Consumption,Response Time"
"Neural Super-Resolution for Real-time Rendering with Radiance
  Demodulation","It is time-consuming to render high-resolution images in applications such as
video games and virtual reality, and thus super-resolution technologies become
increasingly popular for real-time rendering. However, it is challenging to
preserve sharp texture details, keep the temporal stability and avoid the
ghosting artifacts in real-time super-resolution rendering. To address this
issue, we introduce radiance demodulation to separate the rendered image or
radiance into a lighting component and a material component, considering the
fact that the light component is smoother than the rendered image so that the
high-resolution material component with detailed textures can be easily
obtained. We perform the super-resolution on the lighting component only and
re-modulate it with the high-resolution material component to obtain the final
super-resolution image with more texture details. A reliable warping module is
proposed by explicitly marking the occluded regions to avoid the ghosting
artifacts. To further enhance the temporal stability, we design a
frame-recurrent neural network and a temporal loss to aggregate the previous
and current frames, which can better capture the spatial-temporal consistency
among reconstructed frames. As a result, our method is able to produce
temporally stable results in real-time rendering with high-quality details,
even in the challenging 4 $\times$ 4 super-resolution scenarios.","['Jia Li', 'Ziling Chen', 'Xiaolong Wu', 'Lu Wang', 'Beibei Wang', 'Lei Zhang']",2023-08-13T06:40:41Z,http://arxiv.org/abs/2308.06699v2,['cs.GR'],"Neural Super-Resolution,Real-time Rendering,Radiance Demodulation,Textures,Ghosting Artifacts,Warping Module,Frame-Recurrent Neural Network,Temporal Stability,Spatial-temporal Consistency"
BehaVR: User Identification Based on VR Sensor Data,"Virtual reality (VR) platforms enable a wide range of applications, however
pose unique privacy risks. In particular, VR devices are equipped with a rich
set of sensors that collect personal and sensitive information (e.g., body
motion, eye gaze, hand joints, and facial expression), which can be used to
uniquely identify a user, even without explicit identifiers. In this paper, we
are interested in understanding the extent to which a user can be identified
based on data collected by different VR sensors. We consider adversaries with
capabilities that range from observing APIs available within a single VR app
(app adversary) to observing all, or selected, sensor measurements across all
apps on the VR device (device adversary). To that end, we introduce BEHAVR, a
framework for collecting and analyzing data from all sensor groups collected by
all apps running on a VR device. We use BEHAVR to perform a user study and
collect data from real users that interact with popular real-world apps. We use
that data to build machine learning models for user identification, with
features extracted from sensor data available within and across apps. We show
that these models can identify users with an accuracy of up to 100%, and we
reveal the most important features and sensor groups, depending on the
functionality of the app and the strength of the adversary, as well as the
minimum time needed for user identification. To the best of our knowledge,
BEHAVR is the first to analyze user identification in VR comprehensively, i.e.,
considering jointly all sensor measurements available on a VR device (whether
within an app or across multiple apps), collected by real-world, as opposed to
custom-made, apps.","['Ismat Jarin', 'Yu Duan', 'Rahmadi Trimananda', 'Hao Cui', 'Salma Elmalaki', 'Athina Markopoulou']",2023-08-14T17:43:42Z,http://arxiv.org/abs/2308.07304v1,"['cs.HC', 'cs.CR']","VR,User identification,Sensor data,Privacy risks,Machine learning,API,Adversary,User study,Sensor groups,VR device"
OmniZoomer: Learning to Move and Zoom in on Sphere at High-Resolution,"Omnidirectional images (ODIs) have become increasingly popular, as their
large field-of-view (FoV) can offer viewers the chance to freely choose the
view directions in immersive environments such as virtual reality. The M\""obius
transformation is typically employed to further provide the opportunity for
movement and zoom on ODIs, but applying it to the image level often results in
blurry effect and aliasing problem. In this paper, we propose a novel deep
learning-based approach, called \textbf{OmniZoomer}, to incorporate the
M\""obius transformation into the network for movement and zoom on ODIs. By
learning various transformed feature maps under different conditions, the
network is enhanced to handle the increasing edge curvatures, which alleviates
the blurry effect. Moreover, to address the aliasing problem, we propose two
key components. Firstly, to compensate for the lack of pixels for describing
curves, we enhance the feature maps in the high-resolution (HR) space and
calculate the transformed index map with a spatial index generation module.
Secondly, considering that ODIs are inherently represented in the spherical
space, we propose a spherical resampling module that combines the index map and
HR feature maps to transform the feature maps for better spherical correlation.
The transformed feature maps are decoded to output a zoomed ODI. Experiments
show that our method can produce HR and high-quality ODIs with the flexibility
to move and zoom in to the object of interest. Project page is available at
http://vlislab22.github.io/OmniZoomer/.","['Zidong Cao', 'Hao Ai', 'Yan-Pei Cao', 'Ying Shan', 'Xiaohu Qie', 'Lin Wang']",2023-08-16T02:58:43Z,http://arxiv.org/abs/2308.08114v2,"['cs.CV', 'cs.AI']","OmniZoomer,Omnidirectional images,M\""obius transformation,deep learning,high-resolution,feature maps,aliasing,spherical space,spherical correlation,virtual reality."
"Coordinate Transformer: Achieving Single-stage Multi-person Mesh
  Recovery from Videos","Multi-person 3D mesh recovery from videos is a critical first step towards
automatic perception of group behavior in virtual reality, physical therapy and
beyond. However, existing approaches rely on multi-stage paradigms, where the
person detection and tracking stages are performed in a multi-person setting,
while temporal dynamics are only modeled for one person at a time.
Consequently, their performance is severely limited by the lack of inter-person
interactions in the spatial-temporal mesh recovery, as well as by detection and
tracking defects. To address these challenges, we propose the Coordinate
transFormer (CoordFormer) that directly models multi-person spatial-temporal
relations and simultaneously performs multi-mesh recovery in an end-to-end
manner. Instead of partitioning the feature map into coarse-scale patch-wise
tokens, CoordFormer leverages a novel Coordinate-Aware Attention to preserve
pixel-level spatial-temporal coordinate information. Additionally, we propose a
simple, yet effective Body Center Attention mechanism to fuse position
information. Extensive experiments on the 3DPW dataset demonstrate that
CoordFormer significantly improves the state-of-the-art, outperforming the
previously best results by 4.2%, 8.8% and 4.7% according to the MPJPE, PAMPJPE,
and PVE metrics, respectively, while being 40% faster than recent video-based
approaches. The released code can be found at
https://github.com/Li-Hao-yuan/CoordFormer.","['Haoyuan Li', 'Haoye Dong', 'Hanchao Jia', 'Dong Huang', 'Michael C. Kampffmeyer', 'Liang Lin', 'Xiaodan Liang']",2023-08-20T18:23:07Z,http://arxiv.org/abs/2308.10334v1,['cs.CV'],"Coordinate Transformer,Multi-person,Mesh Recovery,Spatial-temporal Relations,Coordinate-Aware Attention,Body Center Attention,3DPW Dataset,MPJPE,PAMPJPE"
"Metaverse: A Vision, Architectural Elements, and Future Directions for
  Scalable and Realtime Virtual Worlds","With the emergence of Cloud computing, Internet of Things-enabled
Human-Computer Interfaces, Generative Artificial Intelligence, and
high-accurate Machine and Deep-learning recognition and predictive models,
along with the Post Covid-19 proliferation of social networking, and remote
communications, the Metaverse gained a lot of popularity. Metaverse has the
prospective to extend the physical world using virtual and augmented reality so
the users can interact seamlessly with the real and virtual worlds using
avatars and holograms. It has the potential to impact people in the way they
interact on social media, collaborate in their work, perform marketing and
business, teach, learn, and even access personalized healthcare. Several works
in the literature examine Metaverse in terms of hardware wearable devices, and
virtual reality gaming applications. However, the requirements of realizing the
Metaverse in realtime and at a large-scale need yet to be examined for the
technology to be usable. To address this limitation, this paper presents the
temporal evolution of Metaverse definitions and captures its evolving
requirements. Consequently, we provide insights into Metaverse requirements. In
addition to enabling technologies, we lay out architectural elements for
scalable, reliable, and efficient Metaverse systems, and a classification of
existing Metaverse applications along with proposing required future research
directions.","['Leila Ismail', 'Rajkumar Buyya']",2023-08-21T08:23:10Z,http://arxiv.org/abs/2308.10559v2,"['cs.HC', 'cs.AI', 'cs.HC, cs.DC']","Metaverse,Architectural Elements,Scalable,Realtime,Virtual Reality,Cloud Computing,Internet of Things,Artificial Intelligence,Machine Learning,Deep Learning"
"Enhancing Perception and Immersion in Pre-Captured Environments through
  Learning-Based Eye Height Adaptation","Pre-captured immersive environments using omnidirectional cameras provide a
wide range of virtual reality applications. Previous research has shown that
manipulating the eye height in egocentric virtual environments can
significantly affect distance perception and immersion. However, the influence
of eye height in pre-captured real environments has received less attention due
to the difficulty of altering the perspective after finishing the capture
process. To explore this influence, we first propose a pilot study that
captures real environments with multiple eye heights and asks participants to
judge the egocentric distances and immersion. If a significant influence is
confirmed, an effective image-based approach to adapt pre-captured real-world
environments to the user's eye height would be desirable. Motivated by the
study, we propose a learning-based approach for synthesizing novel views for
omnidirectional images with altered eye heights. This approach employs a
multitask architecture that learns depth and semantic segmentation in two
formats, and generates high-quality depth and semantic segmentation to
facilitate the inpainting stage. With the improved omnidirectional-aware
layered depth image, our approach synthesizes natural and realistic visuals for
eye height adaptation. Quantitative and qualitative evaluation shows favorable
results against state-of-the-art methods, and an extensive user study verifies
improved perception and immersion for pre-captured real-world environments.","['Qi Feng', 'Hubert P. H. Shum', 'Shigeo Morishima']",2023-08-24T19:14:28Z,http://arxiv.org/abs/2308.13042v1,"['cs.CV', 'cs.HC']","omnidirectional cameras,virtual reality,distance perception,immersion,eye height,real environments,image-based approach,learning-based approach,omnidirectional images,depth and semantic segmentation"
"Exploring the Effects of VR Activities on Stress Relief: A Comparison of
  Sitting-in-Silence, VR Meditation, and VR Smash Room","In our lives, we encounter various stressors that may cause negative mental
and bodily reactions to make us feel frustrated, angry, or irritated. Effective
methods to manage or reduce stress and anxiety are essential for a healthy
life, and several stress-management approaches are found to be useful for
stress relief, such as meditation, taking a rest, walking around nature, or
even breaking things in a smash room. Previous research has revealed that
certain experiences in virtual reality (VR) are effective for reducing stress
as traditional real-world methods. However, it is still unclear how the stress
relief effects are associated with other factors like individual user profile
in terms of different treatment activities. In this paper, we report our
findings from a formal user study that investigates the effects of two virtual
activities: (1) VR Meditation and (2) VR Smash Room experience, compared with a
traditional Sitting-in-Silence method. Our results show that VR Meditation has
a better stress relief effect compared to VR Smash Room and Sitting-in-Silence,
and the effects of the treatments are correlated with the participants'
personalities. We discuss the findings and implications addressing potential
benefits/impacts of different stress-relief activities in VR.","['Dongyun Han', 'Donghoon Kim', 'Kangsoo Kim', 'Isaac Cho']",2023-08-26T20:24:03Z,http://arxiv.org/abs/2308.13952v1,['cs.HC'],"VR activities,Stress relief,VR Meditation,VR Smash Room,Sitting-in-Silence,Stress management,Virtual reality,User study,User profile,Stressors"
"Synergizing Contrastive Learning and Optimal Transport for 3D Point
  Cloud Domain Adaptation","Recently, the fundamental problem of unsupervised domain adaptation (UDA) on
3D point clouds has been motivated by a wide variety of applications in
robotics, virtual reality, and scene understanding, to name a few. The point
cloud data acquisition procedures manifest themselves as significant domain
discrepancies and geometric variations among both similar and dissimilar
classes. The standard domain adaptation methods developed for images do not
directly translate to point cloud data because of their complex geometric
nature. To address this challenge, we leverage the idea of multimodality and
alignment between distributions. We propose a new UDA architecture for point
cloud classification that benefits from multimodal contrastive learning to get
better class separation in both domains individually. Further, the use of
optimal transport (OT) aims at learning source and target data distributions
jointly to reduce the cross-domain shift and provide a better alignment. We
conduct a comprehensive empirical study on PointDA-10 and GraspNetPC-10 and
show that our method achieves state-of-the-art performance on GraspNetPC-10
(with approx 4-12% margin) and best average performance on PointDA-10. Our
ablation studies and decision boundary analysis also validate the significance
of our contrastive learning module and OT alignment.","['Siddharth Katageri', 'Arkadipta De', 'Chaitanya Devaguptapu', 'VSSV Prasad', 'Charu Sharma', 'Manohar Kaul']",2023-08-27T15:03:10Z,http://arxiv.org/abs/2308.14126v1,['cs.CV'],"unsupervised domain adaptation,3D point clouds,domain discrepancies,geometric variations,multimodality,contrastive learning,optimal transport,UDA architecture,point cloud classification,cross-domain shift"
"Utilizing Task-Generic Motion Prior to Recover Full-Body Motion from
  Very Sparse Signals","The most popular type of devices used to track a user's posture in a virtual
reality experience consists of a head-mounted display and two controllers held
in both hands. However, due to the limited number of tracking sensors (three in
total), faithfully recovering the user in full-body is challenging, limiting
the potential for interactions among simulated user avatars within the virtual
world. Therefore, recent studies have attempted to reconstruct full-body poses
using neural networks that utilize previously learned human poses or accept a
series of past poses over a short period. In this paper, we propose a method
that utilizes information from a neural motion prior to improve the accuracy of
reconstructed user's motions. Our approach aims to reconstruct user's full-body
poses by predicting the latent representation of the user's overall motion from
limited input signals and integrating this information with tracking sensor
inputs. This is based on the premise that the ultimate goal of pose
reconstruction is to reconstruct the motion, which is a series of poses. Our
results show that this integration enables more accurate reconstruction of the
user's full-body motion, particularly enhancing the robustness of lower body
motion reconstruction from impoverished signals. Web:
https://https://mjsh34.github.io/mp-sspe/","['Myungjin Shin', 'Dohae Lee', 'In-Kwon Lee']",2023-08-30T08:21:52Z,http://arxiv.org/abs/2308.15839v1,['cs.CV'],"motion prior,full-body motion,sparse signals,tracking sensors,neural networks,human poses,pose reconstruction,latent representation,user's motions,lower body motion"
Deadline Aware Two-Timescale Resource Allocation for VR Video Streaming,"In this paper, we investigate resource allocation problem in the context of
multiple virtual reality (VR) video flows sharing a certain link, considering
specific deadline of each video frame and the impact of different frames on
video quality. Firstly, we establish a queuing delay bound estimation model,
enabling link node to proactively discard frames that will exceed the deadline.
Secondly, we model the importance of different frames based on viewport feature
of VR video and encoding method. Accordingly, the frames of each flow are
sorted. Then we formulate a problem of minimizing long-term quality loss caused
by frame dropping subject to per-flow quality guarantee and bandwidth
constraints. Since the frequency of frame dropping and network fluctuation are
not on the same time scale, we propose a two-timescale resource allocation
scheme. On the long timescale, a queuing theory based resource allocation
method is proposed to satisfy quality requirement, utilizing frame queuing
delay bound to obtain minimum resource demand for each flow. On the short
timescale, in order to quickly fine-tune allocation results to cope with the
unstable network state, we propose a low-complexity heuristic algorithm,
scheduling available resources based on the importance of frames in each flow.
Extensive experimental results demonstrate that the proposed scheme can
efficiently improve quality and fairness of VR video flows under various
network conditions.","['Qingxuan Feng', 'Peng Yang', 'Zhixuan Huang', 'Jiayin Chen', 'Ning Zhang']",2023-08-31T03:12:27Z,http://arxiv.org/abs/2308.16419v1,['cs.NI'],"resource allocation,VR video streaming,deadline,frame dropping,queuing delay bound,VR video,encoding method,viewport feature,bandwidth constraints,network fluctuation"
"Terrain Diffusion Network: Climatic-Aware Terrain Generation with
  Geological Sketch Guidance","Sketch-based terrain generation seeks to create realistic landscapes for
virtual environments in various applications such as computer games, animation
and virtual reality. Recently, deep learning based terrain generation has
emerged, notably the ones based on generative adversarial networks (GAN).
However, these methods often struggle to fulfill the requirements of flexible
user control and maintain generative diversity for realistic terrain.
Therefore, we propose a novel diffusion-based method, namely terrain diffusion
network (TDN), which actively incorporates user guidance for enhanced
controllability, taking into account terrain features like rivers, ridges,
basins, and peaks. Instead of adhering to a conventional monolithic denoising
process, which often compromises the fidelity of terrain details or the
alignment with user control, a multi-level denoising scheme is proposed to
generate more realistic terrains by taking into account fine-grained details,
particularly those related to climatic patterns influenced by erosion and
tectonic activities. Specifically, three terrain synthesisers are designed for
structural, intermediate, and fine-grained level denoising purposes, which
allow each synthesiser concentrate on a distinct terrain aspect. Moreover, to
maximise the efficiency of our TDN, we further introduce terrain and sketch
latent spaces for the synthesizers with pre-trained terrain autoencoders.
Comprehensive experiments on a new dataset constructed from NASA Topology
Images clearly demonstrate the effectiveness of our proposed method, achieving
the state-of-the-art performance. Our code and dataset will be publicly
available.","['Zexin Hu', 'Kun Hu', 'Clinton Mo', 'Lei Pan', 'Zhiyong Wang']",2023-08-31T13:41:34Z,http://arxiv.org/abs/2308.16725v1,"['cs.CV', 'cs.AI', 'cs.MM']","Terrain Diffusion Network,Terrain Generation,Geological Sketch,Deep Learning,Generative Adversarial Networks,User Guidance,Climatic Patterns,Terrain Synthesisers,Terrain Autoencoders,NASA Topology Images"
"How Does Forecasting Affect the Convergence of DRL Techniques in O-RAN
  Slicing?","The success of immersive applications such as virtual reality (VR) gaming and
metaverse services depends on low latency and reliable connectivity. To provide
seamless user experiences, the open radio access network (O-RAN) architecture
and 6G networks are expected to play a crucial role. RAN slicing, a critical
component of the O-RAN paradigm, enables network resources to be allocated
based on the needs of immersive services, creating multiple virtual networks on
a single physical infrastructure. In the O-RAN literature, deep reinforcement
learning (DRL) algorithms are commonly used to optimize resource allocation.
However, the practical adoption of DRL in live deployments has been sluggish.
This is primarily due to the slow convergence and performance instabilities
suffered by the DRL agents both upon initial deployment and when there are
significant changes in network conditions. In this paper, we investigate the
impact of time series forecasting of traffic demands on the convergence of the
DRL-based slicing agents. For that, we conduct an exhaustive experiment that
supports multiple services including real VR gaming traffic. We then propose a
novel forecasting-aided DRL approach and its respective O-RAN practical
deployment workflow to enhance DRL convergence. Our approach shows up to 22.8%,
86.3%, and 300% improvements in the average initial reward value, convergence
rate, and number of converged scenarios respectively, enhancing the
generalizability of the DRL agents compared with the implemented baselines. The
results also indicate that our approach is robust against forecasting errors
and that forecasting models do not have to be ideal.","['Ahmad M. Nagib', 'Hatem Abou-Zeid', 'Hossam S. Hassanein']",2023-09-01T14:30:04Z,http://arxiv.org/abs/2309.00489v1,"['cs.NI', 'cs.LG']","forecasting,convergence,DRL techniques,O-RAN slicing,6G networks,RAN slicing,immersive applications,virtual reality gaming,metaverse services,deep reinforcement learning,resource allocation"
"DualStream: Spatially Sharing Selves and Surroundings using Mobile
  Devices and Augmented Reality","In-person human interaction relies on our spatial perception of each other
and our surroundings. Current remote communication tools partially address each
of these aspects. Video calls convey real user representations but without
spatial interactions. Augmented and Virtual Reality (AR/VR) experiences are
immersive and spatial but often use virtual environments and characters instead
of real-life representations. Bridging these gaps, we introduce DualStream, a
system for synchronous mobile AR remote communication that captures, streams,
and displays spatial representations of users and their surroundings.
DualStream supports transitions between user and environment representations
with different levels of visuospatial fidelity, as well as the creation of
persistent shared spaces using environment snapshots. We demonstrate how
DualStream can enable spatial communication in real-world contexts, and support
the creation of blended spaces for collaboration. A formative evaluation of
DualStream revealed that users valued the ability to interact spatially and
move between representations, and could see DualStream fitting into their own
remote communication practices in the near future. Drawing from these findings,
we discuss new opportunities for designing more widely accessible spatial
communication tools, centered around the mobile phone.","['Rishi Vanukuru', 'Suibi Che-Chuan Weng', 'Krithik Ranjan', 'Torin Hopkins', 'Amy Banic', 'Mark D. Gross', 'Ellen Yi-Luen Do']",2023-09-02T06:38:33Z,http://arxiv.org/abs/2309.00842v1,['cs.HC'],"Spatial perception,Remote communication,Augmented Reality,Virtual Reality,Synchronous communication,Visuospatial fidelity,Shared spaces,Collaboration,Spatial communication,Mobile phone"
"Immersive Technologies in Virtual Companions: A Systematic Literature
  Review","The emergence of virtual companions is transforming the evolution of
intelligent systems that effortlessly cater to the unique requirements of
users. These advanced systems not only take into account the user present
capabilities, preferences, and needs but also possess the capability to adapt
dynamically to changes in the environment, as well as fluctuations in the users
emotional state or behavior. A virtual companion is an intelligent software or
application that offers support, assistance, and companionship across various
aspects of users lives. Various enabling technologies are involved in building
virtual companion, among these, Augmented Reality (AR), and Virtual Reality
(VR) are emerging as transformative tools. While their potential for use in
virtual companions or digital assistants is promising, their applications in
these domains remain relatively unexplored. To address this gap, a systematic
review was conducted to investigate the applications of VR, AR, and MR
immersive technologies in the development of virtual companions. A
comprehensive search across PubMed, Scopus, and Google Scholar yielded 28
relevant articles out of a pool of 644. The review revealed that immersive
technologies, particularly VR and AR, play a significant role in creating
digital assistants, offering a wide range of applications that brings various
facilities in the individuals life in areas such as addressing social
isolation, enhancing cognitive abilities and dementia care, facilitating
education, and more. Additionally, AR and MR hold potential for enhancing
Quality of life (QoL) within the context of virtual companion technology. The
findings of this review provide a valuable foundation for further research in
this evolving field.","['Ziaullah Momand', 'Jonathan H. Chan', 'Pornchai Mongkolnam']",2023-09-03T16:39:22Z,http://arxiv.org/abs/2309.01214v1,['cs.HC'],"Immersive Technologies,Virtual Companions,Systematic Literature Review,Augmented Reality (AR),Virtual Reality (VR),Mixed Reality (MR),Intelligent Systems,Digital Assistants,Quality of Life (QoL)"
